candle_date_time_kst,market,candle_date_time_utc,open,high,low,close,timestamp,value,volume,unit
2025-01-21 22:24:00,KRW-BTC,2025-01-21T13:24:00,156518000,156575000,156513000,156575000,1737465898842,164956781.04716,1.05380665,1
2025-01-21 22:25:00,KRW-BTC,2025-01-21T13:25:00,156536000,156575000,156403000,156403000,1737465954417,216558384.52287,1.38363536,1
2025-01-21 22:26:00,KRW-BTC,2025-01-21T13:26:00,156443000,156443000,156091000,156158000,1737466018856,76552632.76337,0.48989291,1
2025-01-21 22:27:00,KRW-BTC,2025-01-21T13:27:00,156102000,156282000,156100000,156282000,1737466079850,200342085.31477,1.2829137,1
2025-01-21 22:28:00,KRW-BTC,2025-01-21T13:28:00,156282000,156282000,156197000,156265000,1737466139843,48821932.69936,0.31247468,1
2025-01-21 22:29:00,KRW-BTC,2025-01-21T13:29:00,156272000,156282000,156272000,156282000,1737466198088,10452330.73111,0.06688226,1
2025-01-21 22:30:00,KRW-BTC,2025-01-21T13:30:00,156278000,156282000,156246000,156246000,1737466259989,277822657.21614,1.77776991,1
2025-01-21 22:31:00,KRW-BTC,2025-01-21T13:31:00,156246000,156458000,156227000,156281000,1737466316824,363170424.66265,2.32378518,1
2025-01-21 22:32:00,KRW-BTC,2025-01-21T13:32:00,156308000,156320000,156283000,156302000,1737466378567,3392000.41143,0.0217016,1
2025-01-21 22:33:00,KRW-BTC,2025-01-21T13:33:00,156302000,156378000,156302000,156303000,1737466433055,77211970.7007,0.49396821,1
2025-01-21 22:34:00,KRW-BTC,2025-01-21T13:34:00,156305000,156481000,156304000,156432000,1737466496693,129702867.82662,0.82952158,1
2025-01-21 22:35:00,KRW-BTC,2025-01-21T13:35:00,156481000,156481000,156365000,156473000,1737466558350,55174385.71042,0.35275317,1
2025-01-21 22:36:00,KRW-BTC,2025-01-21T13:36:00,156474000,156499000,156438000,156499000,1737466615849,15434474.19568,0.09863552,1
2025-01-21 22:37:00,KRW-BTC,2025-01-21T13:37:00,156499000,156499000,156241000,156327000,1737466673572,260371399.44261,1.6657439,1
2025-01-21 22:38:00,KRW-BTC,2025-01-21T13:38:00,156319000,156363000,156241000,156342000,1737466736203,19789844.87556,0.12658165,1
2025-01-21 22:39:00,KRW-BTC,2025-01-21T13:39:00,156354000,156361000,156249000,156302000,1737466798506,24677889.45357,0.15789108,1
2025-01-21 22:40:00,KRW-BTC,2025-01-21T13:40:00,156302000,156349000,156234000,156234000,1737466859369,110191767.02928,0.70519392,1
2025-01-21 22:41:00,KRW-BTC,2025-01-21T13:41:00,156234000,156256000,156230000,156255000,1737466916375,154789632.77974,0.99070759,1
2025-01-21 22:42:00,KRW-BTC,2025-01-21T13:42:00,156252000,156255000,156230000,156247000,1737466978778,65774552.96508,0.42100185,1
2025-01-21 22:43:00,KRW-BTC,2025-01-21T13:43:00,156255000,156256000,156230000,156255000,1737467037125,22177162.5271,0.14193575,1
2025-01-21 22:44:00,KRW-BTC,2025-01-21T13:44:00,156240000,156335000,156240000,156335000,1737467096620,126956977.53018,0.81241483,1
2025-01-21 22:45:00,KRW-BTC,2025-01-21T13:45:00,156349000,156418000,156332000,156418000,1737467158893,95212324.55384,0.60895698,1
2025-01-21 22:46:00,KRW-BTC,2025-01-21T13:46:00,156418000,156437000,156400000,156400000,1737467219157,21842854.97843,0.13963137,1
2025-01-21 22:47:00,KRW-BTC,2025-01-21T13:47:00,156429000,156488000,156400000,156488000,1737467278558,70970348.48582,0.45364919,1
2025-01-21 22:48:00,KRW-BTC,2025-01-21T13:48:00,156488000,156587000,156481000,156584000,1737467339064,195746817.48819,1.25068851,1
2025-01-21 22:49:00,KRW-BTC,2025-01-21T13:49:00,156584000,156587000,156506000,156580000,1737467391929,58190641.78162,0.37162825,1
2025-01-21 22:50:00,KRW-BTC,2025-01-21T13:50:00,156514000,156567000,156506000,156531000,1737467451202,63624446.48318,0.40641847,1
2025-01-21 22:51:00,KRW-BTC,2025-01-21T13:51:00,156534000,156540000,156349000,156359000,1737467518985,204646946.63221,1.30818508,1
2025-01-21 22:52:00,KRW-BTC,2025-01-21T13:52:00,156360000,156464000,156300000,156316000,1737467578875,71736787.29682,0.45888538,1
2025-01-21 22:53:00,KRW-BTC,2025-01-21T13:53:00,156316000,156337000,156316000,156337000,1737467602000,9917190.23809,0.0634355,1
